unitid,efalevel,line,section,lstudy,eftotlt
202073,31,7,1,1,1
202073,32,11,1,3,155
202073,39,2,1,1,10
202073,40,3,1,1,139
202073,41,28,2,4,1
202073,52,25,2,3,1
202134,1,29,3,4,14117
202134,2,99,3,1,9463
202134,3,99,3,1,9077
202134,4,99,3,1,1592
202134,5,99,3,1,7485
202134,11,99,3,1,386
202134,12,99,3,3,4654
202134,19,99,3,1,874
202134,20,99,3,1,6611
202134,21,14,1,4,10394
202134,22,8,1,1,7537
202134,23,6,1,1,7482
202134,24,1,1,1,1571
202134,25,99,1,1,5911
202134,31,7,1,1,55
202134,32,11,1,3,2857
202134,39,2,1,1,687
202134,40,3,1,1,5224
202134,41,28,2,4,3723
202134,42,22,2,1,1926
202134,43,20,2,1,1595
202134,44,15,2,1,21
202134,45,99,2,1,1574
202134,51,21,2,1,331
202134,52,25,2,3,1797
202134,59,16,2,1,187
202134,60,17,2,1,1387
202152,1,29,3,4,114
202152,2,99,3,1,114
202152,3,99,3,1,114
202152,4,99,3,1,46
202152,5,99,3,1,68
202152,20,99,3,1,68
202152,21,14,1,4,114
202152,22,8,1,1,114
202152,23,6,1,1,114
202152,24,1,1,1,46
202152,25,99,1,1,68
202152,40,3,1,1,68
202170,1,29,3,4,918
202170,2,99,3,1,893
202170,3,99,3,1,891
202170,4,99,3,1,189
202170,5,99,3,1,702
202170,11,99,3,1,2
202170,12,99,3,3,25
202170,19,99,3,1,46
202170,20,99,3,1,656
202170,21,14,1,4,875
202170,22,8,1,1,871
202170,23,6,1,1,871
202170,24,1,1,1,188
202170,25,99,1,1,683
202170,32,11,1,3,4
202170,39,2,1,1,46
202170,40,3,1,1,637
202170,41,28,2,4,43
202170,42,22,2,1,22
202170,43,20,2,1,20
202170,44,15,2,1,1
202170,45,99,2,1,19
202170,51,21,2,1,2
202170,52,25,2,3,21
202170,60,17,2,1,19
202222,1,29,3,4,26663
202222,2,99,3,1,26663
202222,3,99,3,1,17128
202222,4,99,3,1,4282
202222,5,99,3,1,12846
202222,11,99,3,1,9535
202222,19,99,3,1,1550
202222,20,99,3,1,11296
202222,21,14,1,4,5865
202222,22,8,1,1,5865
202222,23,6,1,1,5349
202222,24,1,1,1,1873
202222,25,99,1,1,3476
202222,31,7,1,1,516
202222,39,2,1,1,544
202222,40,3,1,1,2932
202222,41,28,2,4,20798
202222,42,22,2,1,20798
202222,43,20,2,1,11779
202222,44,15,2,1,2409
202222,45,99,2,1,9370
202222,51,21,2,1,9019
202222,59,16,2,1,1006
202222,60,17,2,1,8364
202356,1,29,3,4,17407
202356,2,99,3,1,17407
202356,3,99,3,1,12641
202356,4,99,3,1,2734
202356,5,99,3,1,9907
202356,11,99,3,1,4766
202356,19,99,3,1,1091
202356,20,99,3,1,8816
202356,21,14,1,4,4332
202356,22,8,1,1,4332
202356,23,6,1,1,4013
202356,24,1,1,1,1409
202356,25,99,1,1,2604
202356,31,7,1,1,319
202356,39,2,1,1,408
202356,40,3,1,1,2196
202356,41,28,2,4,13075
202356,42,22,2,1,13075
202356,43,20,2,1,8628
202356,44,15,2,1,1325
202356,45,99,2,1,7303
202356,51,21,2,1,4447
202356,59,16,2,1,683
202356,60,17,2,1,6620
202435,1,29,3,4,95
202435,2,99,3,1,95
202435,3,99,3,1,95
202435,4,99,3,1,25
202435,5,99,3,1,70
202435,19,99,3,1,17
202435,20,99,3,1,53
202435,21,14,1,4,56
202435,22,8,1,1,56
202435,23,6,1,1,56
202435,24,1,1,1,10
202435,25,99,1,1,46
202435,39,2,1,1,9
202435,40,3,1,1,37
202435,41,28,2,4,39
202435,42,22,2,1,39
202435,43,20,2,1,39
202435,44,15,2,1,15
202435,45,99,2,1,24
202435,59,16,2,1,8
202435,60,17,2,1,16
202453,1,29,3,4,60
202453,2,99,3,1,60
202453,3,99,3,1,60
202453,4,99,3,1,33
202453,5,99,3,1,27
202453,20,99,3,1,27
202453,21,14,1,4,60
202453,22,8,1,1,60
202453,23,6,1,1,60
202453,24,1,1,1,33
202453,25,99,1,1,27
202453,40,3,1,1,27
202480,1,29,3,4,11304
202480,2,99,3,1,8176
202480,3,99,3,1,8099
202480,4,99,3,1,1904
202480,5,99,3,1,6195
202480,11,99,3,1,77
202480,12,99,3,3,3128
202480,19,99,3,1,157
202480,20,99,3,1,6038
202480,21,14,1,4,10212
202480,22,8,1,1,7902
202480,23,6,1,1,7882
202480,24,1,1,1,1893
202480,25,99,1,1,5989
202480,31,7,1,1,20
202480,32,11,1,3,2310
202480,39,2,1,1,153
202480,40,3,1,1,5836
202480,41,28,2,4,1092
202480,42,22,2,1,274
202480,43,20,2,1,217
202480,44,15,2,1,11
202480,45,99,2,1,206
202480,51,21,2,1,57
202480,52,25,2,3,818
202480,59,16,2,1,4
202480,60,17,2,1,202
202514,1,29,3,4,511
202514,2,99,3,1,464
202514,3,99,3,1,454
202514,4,99,3,1,134
202514,5,99,3,1,320
202514,11,99,3,1,10
202514,12,99,3,3,47
202514,19,99,3,1,23
202514,20,99,3,1,297
202514,21,14,1,4,436
202514,22,8,1,1,430
202514,23,6,1,1,427
202514,24,1,1,1,131
202514,25,99,1,1,296
202514,31,7,1,1,3
202514,32,11,1,3,6
202514,39,2,1,1,21
202514,40,3,1,1,275
202514,41,28,2,4,75
202514,42,22,2,1,34
202514,43,20,2,1,27
202514,44,15,2,1,3
202514,45,99,2,1,24
202514,51,21,2,1,7
202514,52,25,2,3,41
202514,59,16,2,1,2
202514,60,17,2,1,22
202523,1,29,3,4,2405
202523,2,99,3,1,2405
202523,3,99,3,1,2398
202523,4,99,3,1,636
202523,5,99,3,1,1762
202523,11,99,3,1,7
202523,19,99,3,1,23
202523,20,99,3,1,1739
202523,21,14,1,4,2391
202523,22,8,1,1,2391
202523,23,6,1,1,2391
202523,24,1,1,1,636
202523,25,99,1,1,1755
202523,39,2,1,1,23
202523,40,3,1,1,1732
202523,41,28,2,4,14
202523,42,22,2,1,14
202523,43,20,2,1,7
202523,45,99,2,1,7
202523,51,21,2,1,7
202523,60,17,2,1,7
202648,1,29,3,4,4548
202648,2,99,3,1,4548
202648,3,99,3,1,1502
202648,4,99,3,1,479
202648,5,99,3,1,1023
202648,11,99,3,1,3046
202648,19,99,3,1,115
202648,20,99,3,1,908
202648,21,14,1,4,1121
202648,22,8,1,1,1121
202648,23,6,1,1,486
202648,24,1,1,1,233
202648,25,99,1,1,253
202648,31,7,1,1,635
202648,39,2,1,1,30
202648,40,3,1,1,223
202648,41,28,2,4,3427
202648,42,22,2,1,3427
202648,43,20,2,1,1016
202648,44,15,2,1,246
202648,45,99,2,1,770
202648,51,21,2,1,2411
202648,59,16,2,1,85
202648,60,17,2,1,685
202657,1,29,3,4,375
202657,2,99,3,1,375
202657,3,99,3,1,375
202657,4,99,3,1,122
202657,5,99,3,1,253
202657,20,99,3,1,253
202657,21,14,1,4,31
202657,22,8,1,1,31
202657,23,6,1,1,31
202657,24,1,1,1,16
202657,25,99,1,1,15
202657,40,3,1,1,15
202657,41,28,2,4,344
202657,42,22,2,1,344
202657,43,20,2,1,344
202657,44,15,2,1,106
202657,45,99,2,1,238
202657,60,17,2,1,238
202763,1,29,3,4,5057
202763,2,99,3,1,3954
202763,3,99,3,1,2240
202763,4,99,3,1,613
202763,5,99,3,1,1627
202763,11,99,3,1,1714
202763,12,99,3,3,1103
202763,19,99,3,1,63
202763,20,99,3,1,1564
202763,21,14,1,4,3030
202763,22,8,1,1,2248
202763,23,6,1,1,2178
202763,24,1,1,1,613
202763,25,99,1,1,1565
202763,31,7,1,1,70
202763,32,11,1,3,782
202763,39,2,1,1,56
202763,40,3,1,1,1509
202763,41,28,2,4,2027
202763,42,22,2,1,1706
202763,43,20,2,1,62
202763,45,99,2,1,62
202763,51,21,2,1,1644
202763,52,25,2,3,321
202763,59,16,2,1,7
202763,60,17,2,1,55
202806,1,29,3,4,8697
202806,2,99,3,1,5815
202806,3,99,3,1,5111
202806,4,99,3,1,231
202806,5,99,3,1,4880
202806,11,99,3,1,704
202806,12,99,3,3,2882
202806,19,99,3,1,1189
202806,20,99,3,1,3691
202806,21,14,1,4,3687
202806,22,8,1,1,1977
202806,23,6,1,1,1930
202806,24,1,1,1,51
202806,25,99,1,1,1879
202806,31,7,1,1,47
202806,32,11,1,3,1710
202806,39,2,1,1,362
202806,40,3,1,1,1517
202806,41,28,2,4,5010
202806,42,22,2,1,3838
202806,43,20,2,1,3181
202806,44,15,2,1,180
202806,45,99,2,1,3001
202806,51,21,2,1,657
202806,52,25,2,3,1172
202806,59,16,2,1,827
202806,60,17,2,1,2174
202888,1,29,3,4,59
202888,2,99,3,1,59
202888,3,99,3,1,59
202888,4,99,3,1,19
202888,5,99,3,1,40
202888,20,99,3,1,40
202888,21,14,1,4,35
202888,22,8,1,1,35
202888,23,6,1,1,35
202888,24,1,1,1,14
202888,25,99,1,1,21
202888,40,3,1,1,21
202888,41,28,2,4,24
202888,42,22,2,1,24
202888,43,20,2,1,24
202888,44,15,2,1,5
202888,45,99,2,1,19
202888,60,17,2,1,19
202903,1,29,3,4,443
202903,2,99,3,1,417
202903,3,99,3,1,285
202903,4,99,3,1,62
202903,5,99,3,1,223
202903,11,99,3,1,132
202903,12,99,3,3,26
202903,19,99,3,1,17
202903,20,99,3,1,206
202903,21,14,1,4,185
202903,22,8,1,1,184
202903,23,6,1,1,180
202903,24,1,1,1,55
202903,25,99,1,1,125
202903,31,7,1,1,4
202903,32,11,1,3,1
202903,39,2,1,1,11
202903,40,3,1,1,114
202903,41,28,2,4,258
202903,42,22,2,1,233
202903,43,20,2,1,105
202903,44,15,2,1,7
202903,45,99,2,1,98
202903,51,21,2,1,128
202903,52,25,2,3,25
202903,59,16,2,1,6
202903,60,17,2,1,92
202912,1,29,3,4,457
202912,2,99,3,1,457
202912,3,99,3,1,455
202912,4,99,3,1,32
202912,5,99,3,1,423
202912,11,99,3,1,2
202912,19,99,3,1,148
202912,20,99,3,1,275
202912,21,14,1,4,156
202912,22,8,1,1,156
202912,23,6,1,1,156
202912,24,1,1,1,19
202912,25,99,1,1,137
202912,39,2,1,1,46
202912,40,3,1,1,91
202912,41,28,2,4,301
202912,42,22,2,1,301
202912,43,20,2,1,299
202912,44,15,2,1,13
202912,45,99,2,1,286
202912,51,21,2,1,2
202912,59,16,2,1,102
202912,60,17,2,1,184
202949,1,29,3,4,138
202949,2,99,3,1,138
202949,3,99,3,1,138
202949,4,99,3,1,73
202949,5,99,3,1,65
202949,20,99,3,1,65
202949,21,14,1,4,138
202949,22,8,1,1,138
202949,23,6,1,1,138
202949,24,1,1,1,73
202949,25,99,1,1,65
202949,40,3,1,1,65
202985,1,29,3,4,30
202985,2,99,3,1,30
202985,3,99,3,1,30
202985,4,99,3,1,12
202985,5,99,3,1,18
202985,20,99,3,1,18
202985,21,14,1,4,22
202985,22,8,1,1,22
202985,23,6,1,1,22
202985,24,1,1,1,8
202985,25,99,1,1,14
202985,40,3,1,1,14
202985,41,28,2,4,8
202985,42,22,2,1,8
202985,43,20,2,1,8
202985,44,15,2,1,4
202985,45,99,2,1,4
202985,60,17,2,1,4
203030,1,29,3,4,37
203030,2,99,3,1,37
203030,3,99,3,1,37
203030,4,99,3,1,9
203030,5,99,3,1,28
203030,20,99,3,1,28
203030,21,14,1,4,37
203030,22,8,1,1,37
203030,23,6,1,1,37
203030,24,1,1,1,9
203030,25,99,1,1,28
203030,40,3,1,1,28
203067,1,29,3,4,266
203067,12,99,3,3,266
203067,21,14,1,4,201
203067,32,11,1,3,201
203067,41,28,2,4,65
203067,52,25,2,3,65
203085,1,29,3,4,1059
203085,2,99,3,1,905
203085,3,99,3,1,884
203085,4,99,3,1,286
203085,5,99,3,1,598
203085,11,99,3,1,21
203085,12,99,3,3,154
203085,19,99,3,1,22
203085,20,99,3,1,576
203085,21,14,1,4,971
203085,22,8,1,1,880
203085,23,6,1,1,878
203085,24,1,1,1,286
203085,25,99,1,1,592
203085,31,7,1,1,2
203085,32,11,1,3,91
203085,39,2,1,1,22
203085,40,3,1,1,570
203085,41,28,2,4,88
203085,42,22,2,1,25
203085,43,20,2,1,6
203085,45,99,2,1,6
203085,51,21,2,1,19
203085,52,25,2,3,63
203085,60,17,2,1,6
203128,1,29,3,4,1011
203128,2,99,3,1,983
203128,3,99,3,1,731
203128,4,99,3,1,231
203128,5,99,3,1,500
203128,11,99,3,1,252
203128,12,99,3,3,28
203128,19,99,3,1,29
203128,20,99,3,1,471
203128,21,14,1,4,726
203128,22,8,1,1,701
203128,23,6,1,1,698
203128,24,1,1,1,231
203128,25,99,1,1,467
203128,31,7,1,1,3
203128,32,11,1,3,25
203128,39,2,1,1,28
203128,40,3,1,1,439
203128,41,28,2,4,285
203128,42,22,2,1,282
203128,43,20,2,1,33
203128,45,99,2,1,33
203128,51,21,2,1,249
203128,52,25,2,3,3
203128,59,16,2,1,1
203128,60,17,2,1,32
203146,1,29,3,4,327
203146,2,99,3,1,327
203146,3,99,3,1,327
203146,4,99,3,1,289
203146,5,99,3,1,38
203146,20,99,3,1,38
203146,21,14,1,4,327
203146,22,8,1,1,327
203146,23,6,1,1,327
203146,24,1,1,1,289
203146,25,99,1,1,38
203146,40,3,1,1,38
203155,1,29,3,4,1846
203155,2,99,3,1,1846
203155,3,99,3,1,1648
203155,4,99,3,1,472
203155,5,99,3,1,1176
203155,11,99,3,1,198
203155,19,99,3,1,237
203155,20,99,3,1,939
203155,21,14,1,4,1353
203155,22,8,1,1,1353
203155,23,6,1,1,1319
203155,24,1,1,1,452
203155,25,99,1,1,867
203155,31,7,1,1,34
203155,39,2,1,1,200
203155,40,3,1,1,667
203155,41,28,2,4,493
203155,42,22,2,1,493
203155,43,20,2,1,329
203155,44,15,2,1,20
203155,45,99,2,1,309
203155,51,21,2,1,164
203155,59,16,2,1,37
203155,60,17,2,1,272
203234,1,29,3,4,91
203234,2,99,3,1,91
203234,3,99,3,1,91
203234,4,99,3,1,52
203234,5,99,3,1,39
203234,20,99,3,1,39
203234,21,14,1,4,91
203234,22,8,1,1,91
203234,23,6,1,1,91
203234,24,1,1,1,52
203234,25,99,1,1,39
203234,40,3,1,1,39
203289,1,29,3,4,44
203289,2,99,3,1,44
203289,3,99,3,1,44
203289,4,99,3,1,20
203289,5,99,3,1,24
203289,20,99,3,1,24
203289,21,14,1,4,44
203289,22,8,1,1,44
203289,23,6,1,1,44
203289,24,1,1,1,20
203289,25,99,1,1,24
203289,40,3,1,1,24
203331,1,29,3,4,15493
203331,2,99,3,1,15493
203331,3,99,3,1,13293
203331,4,99,3,1,741
203331,5,99,3,1,12552
203331,11,99,3,1,2200
203331,19,99,3,1,48
203331,20,99,3,1,12504
203331,21,14,1,4,5021
203331,22,8,1,1,5021
203331,23,6,1,1,4853
203331,24,1,1,1,331
203331,25,99,1,1,4522
203331,31,7,1,1,168
203331,39,2,1,1,21
203331,40,3,1,1,4501
203331,41,28,2,4,10472
203331,42,22,2,1,10472
203331,43,20,2,1,8440
203331,44,15,2,1,410
203331,45,99,2,1,8030
203331,51,21,2,1,2032
203331,59,16,2,1,27
203331,60,17,2,1,8003
203368,1,29,3,4,2773
203368,2,99,3,1,2287
203368,3,99,3,1,2228
203368,4,99,3,1,556
203368,5,99,3,1,1672
203368,11,99,3,1,59
203368,12,99,3,3,486
203368,19,99,3,1,69
203368,20,99,3,1,1603
203368,21,14,1,4,2479
203368,22,8,1,1,2235
203368,23,6,1,1,2187
203368,24,1,1,1,555
203368,25,99,1,1,1632
203368,31,7,1,1,48
203368,32,11,1,3,244
203368,39,2,1,1,67
203368,40,3,1,1,1565
203368,41,28,2,4,294
203368,42,22,2,1,52
203368,43,20,2,1,41
203368,44,15,2,1,1
203368,45,99,2,1,40
203368,51,21,2,1,11
203368,52,25,2,3,242
203368,59,16,2,1,2
203368,60,17,2,1,38
203386,1,29,3,4,3091
203386,2,99,3,1,3091
203386,3,99,3,1,3091
203386,4,99,3,1,215
203386,5,99,3,1,2876
203386,19,99,3,1,729
203386,20,99,3,1,2147
203386,21,14,1,4,2196
203386,22,8,1,1,2196
203386,23,6,1,1,2196
203386,24,1,1,1,215
203386,25,99,1,1,1981
203386,39,2,1,1,647
203386,40,3,1,1,1334
203386,41,28,2,4,895
203386,42,22,2,1,895
203386,43,20,2,1,895
203386,45,99,2,1,895
203386,59,16,2,1,82
203386,60,17,2,1,813
203438,1,29,3,4,93
203438,2,99,3,1,93
203438,3,99,3,1,93
203438,4,99,3,1,26
203438,5,99,3,1,67
203438,20,99,3,1,67
203438,21,14,1,4,85
203438,22,8,1,1,85
203438,23,6,1,1,85
203438,24,1,1,1,22
203438,25,99,1,1,63
203438,40,3,1,1,63
203438,41,28,2,4,8
203438,42,22,2,1,8
203438,43,20,2,1,8
203438,44,15,2,1,4
203438,45,99,2,1,4
203438,60,17,2,1,4
203447,1,29,3,4,1762
203447,2,99,3,1,1762
203447,3,99,3,1,1314
203447,4,99,3,1,120
203447,5,99,3,1,1194
203447,11,99,3,1,448
203447,19,99,3,1,56
203447,20,99,3,1,1138
203447,21,14,1,4,159
203447,22,8,1,1,159
203447,23,6,1,1,154
203447,24,1,1,1,63
203447,25,99,1,1,91
203447,31,7,1,1,5
203447,39,2,1,1,8
203447,40,3,1,1,83
203447,41,28,2,4,1603
203447,42,22,2,1,1603
203447,43,20,2,1,1160
203447,44,15,2,1,57
203447,45,99,2,1,1103
203447,51,21,2,1,443
203447,59,16,2,1,48
203447,60,17,2,1,1055
203456,1,29,3,4,1056
203456,2,99,3,1,1056
203456,3,99,3,1,705
203456,4,99,3,1,32
203456,5,99,3,1,673
203456,11,99,3,1,351
203456,19,99,3,1,46
203456,20,99,3,1,627
203456,21,14,1,4,20
203456,22,8,1,1,20
203456,23,6,1,1,19
203456,24,1,1,1,11
203456,25,99,1,1,8
203456,31,7,1,1,1
203456,39,2,1,1,5
203456,40,3,1,1,3
203456,41,28,2,4,1036
203456,42,22,2,1,1036
203456,43,20,2,1,686
203456,44,15,2,1,21
203456,45,99,2,1,665
203456,51,21,2,1,350
203456,59,16,2,1,41
203456,60,17,2,1,624
203465,1,29,3,4,3433
203465,2,99,3,1,3423
203465,3,99,3,1,2626
203465,4,99,3,1,368
203465,5,99,3,1,2258
203465,11,99,3,1,797
203465,12,99,3,3,10
203465,19,99,3,1,156
203465,20,99,3,1,2102
203465,21,14,1,4,907
203465,22,8,1,1,907
203465,23,6,1,1,884
203465,24,1,1,1,262
203465,25,99,1,1,622
203465,31,7,1,1,23
203465,39,2,1,1,72
203465,40,3,1,1,550
203465,41,28,2,4,2526
203465,42,22,2,1,2516
203465,43,20,2,1,1742
203465,44,15,2,1,106
203465,45,99,2,1,1636
203465,51,21,2,1,774
203465,52,25,2,3,10
203465,59,16,2,1,84
203465,60,17,2,1,1552
203474,1,29,3,4,2029
203474,2,99,3,1,2029
203474,3,99,3,1,1648
203474,4,99,3,1,170
203474,5,99,3,1,1478
203474,11,99,3,1,381
203474,19,99,3,1,90
203474,20,99,3,1,1388
203474,21,14,1,4,336
203474,22,8,1,1,336
203474,23,6,1,1,332
203474,24,1,1,1,117
203474,25,99,1,1,215
203474,31,7,1,1,4
203474,39,2,1,1,27
203474,40,3,1,1,188
203474,41,28,2,4,1693
203474,42,22,2,1,1693
203474,43,20,2,1,1316
203474,44,15,2,1,53
203474,45,99,2,1,1263
203474,51,21,2,1,377
203474,59,16,2,1,63
203474,60,17,2,1,1200
203483,1,29,3,4,1885
203483,2,99,3,1,1885
203483,3,99,3,1,1502
203483,4,99,3,1,204
203483,5,99,3,1,1298
203483,11,99,3,1,383
203483,19,99,3,1,83
203483,20,99,3,1,1215
203483,21,14,1,4,410
203483,22,8,1,1,410
203483,23,6,1,1,387
203483,24,1,1,1,162
203483,25,99,1,1,225
203483,31,7,1,1,23
203483,39,2,1,1,30
203483,40,3,1,1,195
203483,41,28,2,4,1475
203483,42,22,2,1,1475
203483,43,20,2,1,1115
203483,44,15,2,1,42
203483,45,99,2,1,1073
203483,51,21,2,1,360
203483,59,16,2,1,53
203483,60,17,2,1,1020
203492,1,29,3,4,1463
203492,2,99,3,1,1463
203492,3,99,3,1,1127
203492,4,99,3,1,136
203492,5,99,3,1,991
203492,11,99,3,1,336
203492,19,99,3,1,85
203492,20,99,3,1,906
203492,21,14,1,4,271
203492,22,8,1,1,271
203492,23,6,1,1,270
203492,24,1,1,1,94
203492,25,99,1,1,176
203492,31,7,1,1,1
203492,39,2,1,1,27
203492,40,3,1,1,149
203492,41,28,2,4,1192
203492,42,22,2,1,1192
203492,43,20,2,1,857
203492,44,15,2,1,42
203492,45,99,2,1,815
203492,51,21,2,1,335
203492,59,16,2,1,58
203492,60,17,2,1,757
203517,1,29,3,4,26106
203517,2,99,3,1,20485
203517,3,99,3,1,19134
203517,4,99,3,1,4278
203517,5,99,3,1,14856
203517,11,99,3,1,1351
203517,12,99,3,3,5621
203517,19,99,3,1,792
203517,20,99,3,1,14064
203517,21,14,1,4,20011
203517,22,8,1,1,16706
203517,23,6,1,1,16575
203517,24,1,1,1,4203
203517,25,99,1,1,12372
203517,31,7,1,1,131
203517,32,11,1,3,3305
203517,39,2,1,1,692
203517,40,3,1,1,11680
203517,41,28,2,4,6095
203517,42,22,2,1,3779
203517,43,20,2,1,2559
203517,44,15,2,1,75
203517,45,99,2,1,2484
203517,51,21,2,1,1220
203517,52,25,2,3,2316
203517,59,16,2,1,100
203517,60,17,2,1,2384
203526,1,29,3,4,2154
203526,2,99,3,1,2154
203526,3,99,3,1,1547
203526,4,99,3,1,211
203526,5,99,3,1,1336
203526,11,99,3,1,607
203526,19,99,3,1,105
203526,20,99,3,1,1231
203526,21,14,1,4,244
203526,22,8,1,1,244
203526,23,6,1,1,240
203526,24,1,1,1,121
203526,25,99,1,1,119
203526,31,7,1,1,4
203526,39,2,1,1,25
203526,40,3,1,1,94
203526,41,28,2,4,1910
203526,42,22,2,1,1910
203526,43,20,2,1,1307
203526,44,15,2,1,90
203526,45,99,2,1,1217
203526,51,21,2,1,603
203526,59,16,2,1,80
203526,60,17,2,1,1137
203535,1,29,3,4,2184
203535,2,99,3,1,2184
203535,3,99,3,1,1753
203535,4,99,3,1,455
203535,5,99,3,1,1298
203535,11,99,3,1,431
203535,19,99,3,1,15
203535,20,99,3,1,1283
203535,21,14,1,4,1752
203535,22,8,1,1,1752
203535,23,6,1,1,1752
203535,24,1,1,1,455
203535,25,99,1,1,1297
203535,39,2,1,1,15
203535,40,3,1,1,1282
203535,41,28,2,4,432
203535,42,22,2,1,432
203535,43,20,2,1,1
203535,45,99,2,1,1
203535,51,21,2,1,431
203535,60,17,2,1,1
203544,1,29,3,4,812
203544,2,99,3,1,639
203544,3,99,3,1,543
203544,4,99,3,1,35
203544,5,99,3,1,508
203544,11,99,3,1,96
203544,12,99,3,3,173
203544,19,99,3,1,58
203544,20,99,3,1,450
203544,21,14,1,4,536
203544,22,8,1,1,364
203544,23,6,1,1,363
203544,24,1,1,1,34
203544,25,99,1,1,329
203544,31,7,1,1,1
203544,32,11,1,3,172
203544,39,2,1,1,26
203544,40,3,1,1,303
203544,41,28,2,4,276
203544,42,22,2,1,275
203544,43,20,2,1,180
203544,44,15,2,1,1
203544,45,99,2,1,179
203544,51,21,2,1,95
203544,52,25,2,3,1
203544,59,16,2,1,32
203544,60,17,2,1,147
203580,1,29,3,4,942
203580,2,99,3,1,744
203580,3,99,3,1,678
203580,4,99,3,1,187
203580,5,99,3,1,491
203580,11,99,3,1,66
203580,12,99,3,3,198
203580,19,99,3,1,102
203580,20,99,3,1,389
203580,21,14,1,4,763
203580,22,8,1,1,678
203580,23,6,1,1,671
203580,24,1,1,1,187
203580,25,99,1,1,484
203580,31,7,1,1,7
203580,32,11,1,3,85
203580,39,2,1,1,101
203580,40,3,1,1,383
203580,41,28,2,4,179
203580,42,22,2,1,66
203580,43,20,2,1,7
203580,45,99,2,1,7
203580,51,21,2,1,59
203580,52,25,2,3,113
203580,59,16,2,1,1
203580,60,17,2,1,6
203599,1,29,3,4,4654
203599,2,99,3,1,4654
203599,3,99,3,1,3143
203599,4,99,3,1,744
203599,5,99,3,1,2399
203599,11,99,3,1,1511
203599,19,99,3,1,176
203599,20,99,3,1,2223
203599,21,14,1,4,1171
203599,22,8,1,1,1171
203599,23,6,1,1,984
203599,24,1,1,1,386
203599,25,99,1,1,598
203599,31,7,1,1,187
203599,39,2,1,1,79
203599,40,3,1,1,519
203599,41,28,2,4,3483
203599,42,22,2,1,3483
203599,43,20,2,1,2159
203599,44,15,2,1,358
203599,45,99,2,1,1801
203599,51,21,2,1,1324
203599,59,16,2,1,97
203599,60,17,2,1,1704
203614,1,29,3,4,427
203614,2,99,3,1,427
203614,3,99,3,1,427
203614,4,99,3,1,86
203614,5,99,3,1,341
203614,20,99,3,1,341
203614,21,14,1,4,427
203614,22,8,1,1,427
203614,23,6,1,1,427
203614,24,1,1,1,86
203614,25,99,1,1,341
203614,40,3,1,1,341
203678,1,29,3,4,3968
203678,2,99,3,1,3968
203678,3,99,3,1,1545
203678,4,99,3,1,436
203678,5,99,3,1,1109
203678,11,99,3,1,2423
203678,19,99,3,1,142
203678,20,99,3,1,967
203678,21,14,1,4,615
203678,22,8,1,1,615
203678,23,6,1,1,521
203678,24,1,1,1,225
203678,25,99,1,1,296
203678,31,7,1,1,94
203678,39,2,1,1,56
203678,40,3,1,1,240
203678,41,28,2,4,3353
203678,42,22,2,1,3353
203678,43,20,2,1,1024
203678,44,15,2,1,211
203678,45,99,2,1,813
203678,51,21,2,1,2329
203678,59,16,2,1,86
203678,60,17,2,1,727
203720,1,29,3,4,165
203720,2,99,3,1,165
203720,3,99,3,1,165
203720,4,99,3,1,51
203720,5,99,3,1,114
203720,19,99,3,1,50
203720,20,99,3,1,64
203720,21,14,1,4,148
203720,22,8,1,1,148
203720,23,6,1,1,148
203720,24,1,1,1,50
203720,25,99,1,1,98
203720,39,2,1,1,48
203720,40,3,1,1,50
203720,41,28,2,4,17
203720,42,22,2,1,17
203720,43,20,2,1,17
203720,44,15,2,1,1
203720,45,99,2,1,16
203720,59,16,2,1,2
203720,60,17,2,1,14
203739,1,29,3,4,24
203739,2,99,3,1,24
203739,3,99,3,1,24
203739,4,99,3,1,10
203739,5,99,3,1,14
203739,20,99,3,1,14
203739,21,14,1,4,22
203739,22,8,1,1,22
203739,23,6,1,1,22
203739,24,1,1,1,10
203739,25,99,1,1,12
203739,40,3,1,1,12
203739,41,28,2,4,2
203739,42,22,2,1,2
203739,43,20,2,1,2
203739,45,99,2,1,2
203739,60,17,2,1,2
203748,1,29,3,4,9410
203748,2,99,3,1,9410
203748,3,99,3,1,5394
203748,4,99,3,1,1224
203748,5,99,3,1,4170
203748,11,99,3,1,4016
203748,19,99,3,1,330
203748,20,99,3,1,3840
203748,21,14,1,4,2120
203748,22,8,1,1,2120
203748,23,6,1,1,1747
203748,24,1,1,1,647
203748,25,99,1,1,1100
203748,31,7,1,1,373
203748,39,2,1,1,95
203748,40,3,1,1,1005
203748,41,28,2,4,7290
203748,42,22,2,1,7290
203748,43,20,2,1,3647
203748,44,15,2,1,577
203748,45,99,2,1,3070
203748,51,21,2,1,3643
203748,59,16,2,1,235
203748,60,17,2,1,2835
203757,1,29,3,4,1014
203757,2,99,3,1,827
203757,3,99,3,1,668
203757,4,99,3,1,149
203757,5,99,3,1,519
203757,11,99,3,1,159
203757,12,99,3,3,187
203757,19,99,3,1,48
203757,20,99,3,1,471
203757,21,14,1,4,762
203757,22,8,1,1,592
203757,23,6,1,1,592
203757,24,1,1,1,132
203757,25,99,1,1,460
203757,32,11,1,3,170
203757,39,2,1,1,39
203757,40,3,1,1,421
203757,41,28,2,4,252
203757,42,22,2,1,235
203757,43,20,2,1,76
203757,44,15,2,1,17
