unitid,efalevel,line,section,lstudy,eftotlt
158431,2,99,3,1,5636
158431,3,99,3,1,5046
158431,4,99,3,1,1206
158431,5,99,3,1,3840
158431,11,99,3,1,590
158431,19,99,3,1,714
158431,20,99,3,1,3126
158431,21,14,1,4,2435
158431,22,8,1,1,2435
158431,23,6,1,1,2393
158431,24,1,1,1,695
158431,25,99,1,1,1698
158431,31,7,1,1,42
158431,39,2,1,1,323
158431,40,3,1,1,1375
158431,41,28,2,4,3201
158431,42,22,2,1,3201
158431,43,20,2,1,2653
158431,44,15,2,1,511
158431,45,99,2,1,2142
158431,51,21,2,1,548
158431,59,16,2,1,391
158431,60,17,2,1,1751
158477,1,29,3,4,648
158477,2,99,3,1,620
158477,3,99,3,1,615
158477,4,99,3,1,255
158477,5,99,3,1,360
158477,11,99,3,1,5
158477,12,99,3,3,28
158477,19,99,3,1,33
158477,20,99,3,1,327
158477,21,14,1,4,617
158477,22,8,1,1,617
158477,23,6,1,1,613
158477,24,1,1,1,255
158477,25,99,1,1,358
158477,31,7,1,1,4
158477,39,2,1,1,33
158477,40,3,1,1,325
158477,41,28,2,4,31
158477,42,22,2,1,3
158477,43,20,2,1,2
158477,45,99,2,1,2
158477,51,21,2,1,1
158477,52,25,2,3,28
158477,60,17,2,1,2
158538,1,29,3,4,49
158538,2,99,3,1,49
158538,3,99,3,1,49
158538,4,99,3,1,7
158538,5,99,3,1,42
158538,20,99,3,1,42
158538,21,14,1,4,49
158538,22,8,1,1,49
158538,23,6,1,1,49
158538,24,1,1,1,7
158538,25,99,1,1,42
158538,40,3,1,1,42
158617,1,29,3,4,693
158617,2,99,3,1,693
158617,3,99,3,1,693
158617,4,99,3,1,436
158617,5,99,3,1,257
158617,20,99,3,1,257
158617,21,14,1,4,693
158617,22,8,1,1,693
158617,23,6,1,1,693
158617,24,1,1,1,436
158617,25,99,1,1,257
158617,40,3,1,1,257
158662,1,29,3,4,12130
158662,2,99,3,1,12130
158662,3,99,3,1,11182
158662,4,99,3,1,2095
158662,5,99,3,1,9087
158662,11,99,3,1,948
158662,19,99,3,1,1365
158662,20,99,3,1,7722
158662,21,14,1,4,4123
158662,22,8,1,1,4123
158662,23,6,1,1,4064
158662,24,1,1,1,1087
158662,25,99,1,1,2977
158662,31,7,1,1,59
158662,39,2,1,1,625
158662,40,3,1,1,2352
158662,41,28,2,4,8007
158662,42,22,2,1,8007
158662,43,20,2,1,7118
158662,44,15,2,1,1008
158662,45,99,2,1,6110
158662,51,21,2,1,889
158662,59,16,2,1,740
158662,60,17,2,1,5370
158778,1,29,3,4,74
158778,2,99,3,1,74
158778,3,99,3,1,74
158778,4,99,3,1,16
158778,5,99,3,1,58
158778,20,99,3,1,58
158778,21,14,1,4,74
158778,22,8,1,1,74
158778,23,6,1,1,74
158778,24,1,1,1,16
158778,25,99,1,1,58
158778,40,3,1,1,58
158787,1,29,3,4,72
158787,2,99,3,1,72
158787,3,99,3,1,72
158787,4,99,3,1,24
158787,5,99,3,1,48
158787,20,99,3,1,48
158787,21,14,1,4,72
158787,22,8,1,1,72
158787,23,6,1,1,72
158787,24,1,1,1,24
158787,25,99,1,1,48
158787,40,3,1,1,48
158802,1,29,3,4,1122
158802,2,99,3,1,1117
158802,3,99,3,1,1111
158802,4,99,3,1,248
158802,5,99,3,1,863
158802,11,99,3,1,6
158802,12,99,3,3,5
158802,19,99,3,1,64
158802,20,99,3,1,799
158802,21,14,1,4,1076
158802,22,8,1,1,1071
158802,23,6,1,1,1071
158802,24,1,1,1,246
158802,25,99,1,1,825
158802,32,11,1,3,5
158802,39,2,1,1,60
158802,40,3,1,1,765
158802,41,28,2,4,46
158802,42,22,2,1,46
158802,43,20,2,1,40
158802,44,15,2,1,2
158802,45,99,2,1,38
158802,51,21,2,1,6
158802,59,16,2,1,4
158802,60,17,2,1,34
158884,1,29,3,4,2950
158884,2,99,3,1,2950
158884,3,99,3,1,1495
158884,4,99,3,1,346
158884,5,99,3,1,1149
158884,11,99,3,1,1455
158884,19,99,3,1,260
158884,20,99,3,1,889
158884,21,14,1,4,887
158884,22,8,1,1,887
158884,23,6,1,1,783
158884,24,1,1,1,227
158884,25,99,1,1,556
158884,31,7,1,1,104
158884,39,2,1,1,126
158884,40,3,1,1,430
158884,41,28,2,4,2063
158884,42,22,2,1,2063
158884,43,20,2,1,712
158884,44,15,2,1,119
158884,45,99,2,1,593
158884,51,21,2,1,1351
158884,59,16,2,1,134
158884,60,17,2,1,459
159009,1,29,3,4,5114
159009,2,99,3,1,4279
159009,3,99,3,1,4144
159009,4,99,3,1,954
159009,5,99,3,1,3190
159009,11,99,3,1,135
159009,12,99,3,3,835
159009,19,99,3,1,158
159009,20,99,3,1,3032
159009,21,14,1,4,3919
159009,22,8,1,1,3703
159009,23,6,1,1,3703
159009,24,1,1,1,914
159009,25,99,1,1,2789
159009,32,11,1,3,216
159009,39,2,1,1,141
159009,40,3,1,1,2648
159009,41,28,2,4,1195
159009,42,22,2,1,576
159009,43,20,2,1,441
159009,44,15,2,1,40
159009,45,99,2,1,401
159009,51,21,2,1,135
159009,52,25,2,3,619
159009,59,16,2,1,17
159009,60,17,2,1,384
159027,1,29,3,4,109
159027,2,99,3,1,109
159027,3,99,3,1,109
159027,4,99,3,1,25
159027,5,99,3,1,84
159027,20,99,3,1,84
159027,21,14,1,4,109
159027,22,8,1,1,109
159027,23,6,1,1,109
159027,24,1,1,1,25
159027,25,99,1,1,84
159027,40,3,1,1,84
159197,1,29,3,4,513
159197,2,99,3,1,513
159197,3,99,3,1,513
159197,4,99,3,1,166
159197,5,99,3,1,347
159197,20,99,3,1,347
159197,21,14,1,4,513
159197,22,8,1,1,513
159197,23,6,1,1,513
159197,24,1,1,1,166
159197,25,99,1,1,347
159197,40,3,1,1,347
159328,1,29,3,4,104
159328,2,99,3,1,104
159328,3,99,3,1,104
159328,4,99,3,1,26
159328,5,99,3,1,78
159328,20,99,3,1,78
159328,21,14,1,4,104
159328,22,8,1,1,104
159328,23,6,1,1,104
159328,24,1,1,1,26
159328,25,99,1,1,78
159328,40,3,1,1,78
159373,1,29,3,4,2683
159373,2,99,3,1,843
159373,3,99,3,1,843
159373,5,99,3,1,843
159373,12,99,3,3,1840
159373,19,99,3,1,189
159373,20,99,3,1,654
159373,21,14,1,4,2525
159373,22,8,1,1,758
159373,23,6,1,1,758
159373,25,99,1,1,758
159373,32,11,1,3,1767
159373,39,2,1,1,181
159373,40,3,1,1,577
159373,41,28,2,4,158
159373,42,22,2,1,85
159373,43,20,2,1,85
159373,45,99,2,1,85
159373,52,25,2,3,73
159373,59,16,2,1,8
159373,60,17,2,1,77
159382,1,29,3,4,5330
159382,2,99,3,1,5330
159382,3,99,3,1,4414
159382,4,99,3,1,482
159382,5,99,3,1,3932
159382,11,99,3,1,916
159382,19,99,3,1,1074
159382,20,99,3,1,2858
159382,21,14,1,4,2757
159382,22,8,1,1,2757
159382,23,6,1,1,2701
159382,24,1,1,1,448
159382,25,99,1,1,2253
159382,31,7,1,1,56
159382,39,2,1,1,521
159382,40,3,1,1,1732
159382,41,28,2,4,2573
159382,42,22,2,1,2573
159382,43,20,2,1,1713
159382,44,15,2,1,34
159382,45,99,2,1,1679
159382,51,21,2,1,860
159382,59,16,2,1,553
159382,60,17,2,1,1126
159391,1,29,3,4,39418
159391,2,99,3,1,32574
159391,3,99,3,1,29207
159391,4,99,3,1,7521
159391,5,99,3,1,21686
159391,11,99,3,1,3367
159391,12,99,3,3,6844
159391,19,99,3,1,1033
159391,20,99,3,1,20653
159391,21,14,1,4,32776
159391,22,8,1,1,27850
159391,23,6,1,1,27764
159391,24,1,1,1,7494
159391,25,99,1,1,20270
159391,31,7,1,1,86
159391,32,11,1,3,4926
159391,39,2,1,1,895
159391,40,3,1,1,19375
159391,41,28,2,4,6642
159391,42,22,2,1,4724
159391,43,20,2,1,1443
159391,44,15,2,1,27
159391,45,99,2,1,1416
159391,51,21,2,1,3281
159391,52,25,2,3,1918
159391,59,16,2,1,138
159391,60,17,2,1,1278
159407,1,29,3,4,3623
159407,2,99,3,1,3623
159407,3,99,3,1,2617
159407,4,99,3,1,799
159407,5,99,3,1,1818
159407,11,99,3,1,1006
159407,19,99,3,1,252
159407,20,99,3,1,1566
159407,21,14,1,4,1592
159407,22,8,1,1,1592
159407,23,6,1,1,1561
159407,24,1,1,1,678
159407,25,99,1,1,883
159407,31,7,1,1,31
159407,39,2,1,1,115
159407,40,3,1,1,768
159407,41,28,2,4,2031
159407,42,22,2,1,2031
159407,43,20,2,1,1056
159407,44,15,2,1,121
159407,45,99,2,1,935
159407,51,21,2,1,975
159407,59,16,2,1,137
159407,60,17,2,1,798
159416,1,29,3,4,9736
159416,2,99,3,1,2548
159416,3,99,3,1,2150
159416,4,99,3,1,285
159416,5,99,3,1,1865
159416,11,99,3,1,398
159416,12,99,3,3,7188
159416,19,99,3,1,334
159416,20,99,3,1,1531
159416,21,14,1,4,3450
159416,22,8,1,1,1599
159416,23,6,1,1,1598
159416,24,1,1,1,267
159416,25,99,1,1,1331
159416,31,7,1,1,1
159416,32,11,1,3,1851
159416,39,2,1,1,215
159416,40,3,1,1,1116
159416,41,28,2,4,6286
159416,42,22,2,1,949
159416,43,20,2,1,552
159416,44,15,2,1,18
159416,45,99,2,1,534
159416,51,21,2,1,397
159416,52,25,2,3,5337
159416,59,16,2,1,119
159416,60,17,2,1,415
159513,1,29,3,4,197
159513,2,99,3,1,197
159513,3,99,3,1,197
159513,4,99,3,1,25
159513,5,99,3,1,172
159513,20,99,3,1,172
159513,21,14,1,4,197
159513,22,8,1,1,197
159513,23,6,1,1,197
159513,24,1,1,1,25
159513,25,99,1,1,172
159513,40,3,1,1,172
159522,1,29,3,4,134
159522,2,99,3,1,134
159522,3,99,3,1,134
159522,4,99,3,1,5
159522,5,99,3,1,129
159522,20,99,3,1,129
159522,21,14,1,4,134
159522,22,8,1,1,134
159522,23,6,1,1,134
159522,24,1,1,1,5
159522,25,99,1,1,129
159522,40,3,1,1,129
159531,1,29,3,4,31
159531,2,99,3,1,31
159531,3,99,3,1,31
159531,4,99,3,1,7
159531,5,99,3,1,24
159531,20,99,3,1,24
159531,21,14,1,4,31
159531,22,8,1,1,31
159531,23,6,1,1,31
159531,24,1,1,1,7
159531,25,99,1,1,24
159531,40,3,1,1,24
159568,1,29,3,4,950
159568,2,99,3,1,803
159568,3,99,3,1,750
159568,4,99,3,1,220
159568,5,99,3,1,530
159568,11,99,3,1,53
159568,12,99,3,3,147
159568,19,99,3,1,69
159568,20,99,3,1,461
159568,21,14,1,4,781
159568,22,8,1,1,719
159568,23,6,1,1,719
159568,24,1,1,1,214
159568,25,99,1,1,505
159568,32,11,1,3,62
159568,39,2,1,1,65
159568,40,3,1,1,440
159568,41,28,2,4,169
159568,42,22,2,1,84
159568,43,20,2,1,31
159568,44,15,2,1,6
159568,45,99,2,1,25
159568,51,21,2,1,53
159568,52,25,2,3,85
159568,59,16,2,1,4
159568,60,17,2,1,21
159601,1,29,3,4,10
159601,2,99,3,1,10
159601,3,99,3,1,10
159601,4,99,3,1,7
159601,5,99,3,1,3
159601,20,99,3,1,3
159601,21,14,1,4,10
159601,22,8,1,1,10
159601,23,6,1,1,10
159601,24,1,1,1,7
159601,25,99,1,1,3
159601,40,3,1,1,3
159647,1,29,3,4,11427
159647,2,99,3,1,10401
159647,3,99,3,1,7819
159647,4,99,3,1,2263
159647,5,99,3,1,5556
159647,11,99,3,1,2582
159647,12,99,3,3,1026
159647,19,99,3,1,198
159647,20,99,3,1,5358
159647,21,14,1,4,8575
159647,22,8,1,1,7857
159647,23,6,1,1,7370
159647,24,1,1,1,2254
159647,25,99,1,1,5116
159647,31,7,1,1,487
159647,32,11,1,3,718
159647,39,2,1,1,184
159647,40,3,1,1,4932
159647,41,28,2,4,2852
159647,42,22,2,1,2544
159647,43,20,2,1,449
159647,44,15,2,1,9
159647,45,99,2,1,440
159647,51,21,2,1,2095
159647,52,25,2,3,308
159647,59,16,2,1,14
159647,60,17,2,1,426
159656,1,29,3,4,4351
159656,2,99,3,1,3205
159656,3,99,3,1,2999
159656,4,99,3,1,695
159656,5,99,3,1,2304
159656,11,99,3,1,206
159656,12,99,3,3,1146
159656,19,99,3,1,113
159656,20,99,3,1,2191
159656,21,14,1,4,3645
159656,22,8,1,1,2868
159656,23,6,1,1,2816
159656,24,1,1,1,692
159656,25,99,1,1,2124
159656,31,7,1,1,52
159656,32,11,1,3,777
159656,39,2,1,1,97
159656,40,3,1,1,2027
159656,41,28,2,4,706
159656,42,22,2,1,337
159656,43,20,2,1,183
159656,44,15,2,1,3
159656,45,99,2,1,180
159656,51,21,2,1,154
159656,52,25,2,3,369
159656,59,16,2,1,16
159656,60,17,2,1,164
159717,1,29,3,4,6060
159717,2,99,3,1,5560
159717,3,99,3,1,4846
159717,4,99,3,1,1063
159717,5,99,3,1,3783
159717,11,99,3,1,714
159717,12,99,3,3,500
159717,19,99,3,1,285
159717,20,99,3,1,3498
159717,21,14,1,4,4745
159717,22,8,1,1,4526
159717,23,6,1,1,4382
159717,24,1,1,1,1052
159717,25,99,1,1,3330
159717,31,7,1,1,144
159717,32,11,1,3,219
159717,39,2,1,1,237
159717,40,3,1,1,3093
159717,41,28,2,4,1315
159717,42,22,2,1,1034
159717,43,20,2,1,464
159717,44,15,2,1,11
159717,45,99,2,1,453
159717,51,21,2,1,570
159717,52,25,2,3,281
159717,59,16,2,1,48
159717,60,17,2,1,405
159939,1,29,3,4,6601
159939,2,99,3,1,5476
159939,3,99,3,1,4479
159939,4,99,3,1,829
159939,5,99,3,1,3650
159939,11,99,3,1,997
159939,12,99,3,3,1125
159939,19,99,3,1,305
159939,20,99,3,1,3345
159939,21,14,1,4,4431
159939,22,8,1,1,3829
159939,23,6,1,1,3794
159939,24,1,1,1,813
159939,25,99,1,1,2981
159939,31,7,1,1,35
159939,32,11,1,3,602
159939,39,2,1,1,260
159939,40,3,1,1,2721
159939,41,28,2,4,2170
159939,42,22,2,1,1647
159939,43,20,2,1,685
159939,44,15,2,1,16
159939,45,99,2,1,669
159939,51,21,2,1,962
159939,52,25,2,3,523
159939,59,16,2,1,45
159939,60,17,2,1,624
159948,1,29,3,4,2266
159948,2,99,3,1,770
159948,3,99,3,1,770
159948,4,99,3,1,132
159948,5,99,3,1,638
159948,12,99,3,3,1496
159948,19,99,3,1,59
159948,20,99,3,1,579
159948,21,14,1,4,819
159948,22,8,1,1,322
159948,23,6,1,1,322
159948,24,1,1,1,50
159948,25,99,1,1,272
159948,32,11,1,3,497
159948,39,2,1,1,35
159948,40,3,1,1,237
159948,41,28,2,4,1447
159948,42,22,2,1,448
159948,43,20,2,1,448
159948,44,15,2,1,82
159948,45,99,2,1,366
159948,52,25,2,3,999
159948,59,16,2,1,24
159948,60,17,2,1,342
159966,1,29,3,4,6180
159966,2,99,3,1,5612
159966,3,99,3,1,4772
159966,4,99,3,1,1169
159966,5,99,3,1,3603
159966,11,99,3,1,840
159966,12,99,3,3,568
159966,19,99,3,1,208
159966,20,99,3,1,3395
159966,21,14,1,4,4506
159966,22,8,1,1,4282
159966,23,6,1,1,4265
159966,24,1,1,1,1164
159966,25,99,1,1,3101
159966,31,7,1,1,17
159966,32,11,1,3,224
159966,39,2,1,1,178
159966,40,3,1,1,2923
159966,41,28,2,4,1674
159966,42,22,2,1,1330
159966,43,20,2,1,507
159966,44,15,2,1,5
159966,45,99,2,1,502
159966,51,21,2,1,823
159966,52,25,2,3,344
159966,59,16,2,1,30
159966,60,17,2,1,472
159993,1,29,3,4,8272
159993,2,99,3,1,6550
159993,3,99,3,1,4891
159993,4,99,3,1,1049
159993,5,99,3,1,3842
159993,11,99,3,1,1659
159993,12,99,3,3,1722
159993,19,99,3,1,332
159993,20,99,3,1,3510
159993,21,14,1,4,4950
159993,22,8,1,1,4001
159993,23,6,1,1,3954
159993,24,1,1,1,1020
159993,25,99,1,1,2934
159993,31,7,1,1,47
159993,32,11,1,3,949
159993,39,2,1,1,210
159993,40,3,1,1,2724
159993,41,28,2,4,3322
159993,42,22,2,1,2549
159993,43,20,2,1,937
159993,44,15,2,1,29
159993,45,99,2,1,908
159993,51,21,2,1,1612
159993,52,25,2,3,773
159993,59,16,2,1,122
159993,60,17,2,1,786
160010,1,29,3,4,1044
160010,2,99,3,1,1044
160010,3,99,3,1,837
160010,4,99,3,1,258
160010,5,99,3,1,579
160010,11,99,3,1,207
160010,19,99,3,1,106
160010,20,99,3,1,473
160010,21,14,1,4,419
160010,22,8,1,1,419
160010,23,6,1,1,399
160010,24,1,1,1,125
160010,25,99,1,1,274
160010,31,7,1,1,20
160010,39,2,1,1,32
160010,40,3,1,1,242
160010,41,28,2,4,625
160010,42,22,2,1,625
160010,43,20,2,1,438
160010,44,15,2,1,133
160010,45,99,2,1,305
160010,51,21,2,1,187
160010,59,16,2,1,74
160010,60,17,2,1,231
160038,1,29,3,4,8847
160038,2,99,3,1,7898
160038,3,99,3,1,5840
160038,4,99,3,1,1066
160038,5,99,3,1,4774
160038,11,99,3,1,2058
160038,12,99,3,3,949
160038,19,99,3,1,426
160038,20,99,3,1,4348
160038,21,14,1,4,4753
160038,22,8,1,1,4528
160038,23,6,1,1,4326
160038,24,1,1,1,1032
160038,25,99,1,1,3294
160038,31,7,1,1,202
160038,32,11,1,3,225
160038,39,2,1,1,268
160038,40,3,1,1,3026
160038,41,28,2,4,4094
160038,42,22,2,1,3370
160038,43,20,2,1,1514
160038,44,15,2,1,34
160038,45,99,2,1,1480
160038,51,21,2,1,1856
160038,52,25,2,3,724
160038,59,16,2,1,158
160038,60,17,2,1,1322
160065,1,29,3,4,1152
160065,2,99,3,1,806
160065,3,99,3,1,405
160065,4,99,3,1,33
160065,5,99,3,1,372
160065,11,99,3,1,401
160065,12,99,3,3,346
160065,19,99,3,1,70
160065,20,99,3,1,302
160065,21,14,1,4,429
160065,22,8,1,1,265
160065,23,6,1,1,265
160065,24,1,1,1,32
160065,25,99,1,1,233
160065,32,11,1,3,164
160065,39,2,1,1,42
160065,40,3,1,1,191
160065,41,28,2,4,723
160065,42,22,2,1,541
160065,43,20,2,1,140
160065,44,15,2,1,1
160065,45,99,2,1,139
160065,51,21,2,1,401
160065,52,25,2,3,182
160065,59,16,2,1,28
160065,60,17,2,1,111
160074,1,29,3,4,1204
160074,2,99,3,1,862
160074,3,99,3,1,826
160074,4,99,3,1,66
160074,5,99,3,1,760
160074,11,99,3,1,36
160074,12,99,3,3,342
160074,19,99,3,1,158
160074,20,99,3,1,602
160074,21,14,1,4,725
160074,22,8,1,1,462
160074,23,6,1,1,462
160074,24,1,1,1,61
160074,25,99,1,1,401
160074,32,11,1,3,263
160074,39,2,1,1,79
160074,40,3,1,1,322
160074,41,28,2,4,479
160074,42,22,2,1,400
160074,43,20,2,1,364
160074,44,15,2,1,5
160074,45,99,2,1,359
160074,51,21,2,1,36
160074,52,25,2,3,79
160074,59,16,2,1,79
160074,60,17,2,1,280
160117,1,29,3,4,102
160117,2,99,3,1,102
160117,3,99,3,1,102
160117,4,99,3,1,18
160117,5,99,3,1,84
160117,20,99,3,1,84
160117,21,14,1,4,102
160117,22,8,1,1,102
160117,23,6,1,1,102
160117,24,1,1,1,18
160117,25,99,1,1,84
160117,40,3,1,1,84
160126,1,29,3,4,45
160126,2,99,3,1,45
160126,3,99,3,1,45
160126,4,99,3,1,1
160126,5,99,3,1,44
160126,20,99,3,1,44
160126,21,14,1,4,21
160126,22,8,1,1,21
160126,23,6,1,1,21
160126,24,1,1,1,1
160126,25,99,1,1,20
160126,40,3,1,1,20
160126,41,28,2,4,24
160126,42,22,2,1,24
160126,43,20,2,1,24
160126,45,99,2,1,24
160126,60,17,2,1,24
160199,1,29,3,4,45
160199,2,99,3,1,45
160199,3,99,3,1,45
160199,4,99,3,1,12
160199,5,99,3,1,33
160199,20,99,3,1,33
160199,21,14,1,4,45
160199,22,8,1,1,45
160199,23,6,1,1,45
160199,24,1,1,1,12
160199,25,99,1,1,33
160199,40,3,1,1,33
160320,1,29,3,4,2538
160320,2,99,3,1,2538
160320,3,99,3,1,2538
160320,4,99,3,1,218
160320,5,99,3,1,2320
160320,20,99,3,1,2320
160320,21,14,1,4,2538
160320,22,8,1,1,2538
160320,23,6,1,1,2538
160320,24,1,1,1,218
160320,25,99,1,1,2320
160320,40,3,1,1,2320
160409,1,29,3,4,99
160409,2,99,3,1,99
160409,3,99,3,1,91
160409,4,99,3,1,14
160409,5,99,3,1,77
160409,11,99,3,1,8
160409,19,99,3,1,19
160409,20,99,3,1,58
160409,21,14,1,4,96
160409,22,8,1,1,96
160409,23,6,1,1,89
160409,24,1,1,1,14
160409,25,99,1,1,75
160409,31,7,1,1,7
160409,39,2,1,1,19
160409,40,3,1,1,56
160409,41,28,2,4,3
160409,42,22,2,1,3
160409,43,20,2,1,2
160409,45,99,2,1,2
160409,51,21,2,1,1
160409,60,17,2,1,2
160472,1,29,3,4,159
160472,2,99,3,1,159
160472,3,99,3,1,159
160472,4,99,3,1,155
160472,5,99,3,1,4
160472,20,99,3,1,4
160472,21,14,1,4,115
160472,22,8,1,1,115
160472,23,6,1,1,115
160472,24,1,1,1,112
160472,25,99,1,1,3
160472,40,3,1,1,3
160472,41,28,2,4,44
160472,42,22,2,1,44
160472,43,20,2,1,44
160472,44,15,2,1,43
160472,45,99,2,1,1
160472,60,17,2,1,1
160481,1,29,3,4,2426
160481,2,99,3,1,2426
160481,3,99,3,1,1999
160481,4,99,3,1,505
160481,5,99,3,1,1494
160481,11,99,3,1,427
160481,19,99,3,1,254
160481,20,99,3,1,1240
160481,21,14,1,4,1105
160481,22,8,1,1,1105
160481,23,6,1,1,1076
160481,24,1,1,1,336
160481,25,99,1,1,740
160481,31,7,1,1,29
160481,39,2,1,1,119
160481,40,3,1,1,621
160481,41,28,2,4,1321
160481,42,22,2,1,1321
160481,43,20,2,1,923
160481,44,15,2,1,169
160481,45,99,2,1,754
160481,51,21,2,1,398
160481,59,16,2,1,135
160481,60,17,2,1,619
160524,1,29,3,4,247
160524,2,99,3,1,247
160524,3,99,3,1,247
160524,4,99,3,1,73
160524,5,99,3,1,174
160524,19,99,3,1,6
160524,20,99,3,1,168
160524,21,14,1,4,247
160524,22,8,1,1,247
160524,23,6,1,1,247
160524,24,1,1,1,73
160524,25,99,1,1,174
160524,39,2,1,1,6
160524,40,3,1,1,168
160579,1,29,3,4,3316
160579,2,99,3,1,3316
160579,3,99,3,1,2979
160579,4,99,3,1,713
160579,5,99,3,1,2266
160579,11,99,3,1,337
160579,19,99,3,1,373
160579,20,99,3,1,1893
160579,21,14,1,4,1873
160579,22,8,1,1,1873
160579,23,6,1,1,1827
160579,24,1,1,1,569
160579,25,99,1,1,1258
160579,31,7,1,1,46
160579,39,2,1,1,250
160579,40,3,1,1,1008
160579,41,28,2,4,1443
160579,42,22,2,1,1443
160579,43,20,2,1,1152
160579,44,15,2,1,144
160579,45,99,2,1,1008
160579,51,21,2,1,291
160579,59,16,2,1,123
160579,60,17,2,1,885
160597,1,29,3,4,106
160597,2,99,3,1,106
160597,3,99,3,1,106
160597,4,99,3,1,7
160597,5,99,3,1,99
160597,20,99,3,1,99
160597,21,14,1,4,62
160597,22,8,1,1,62
160597,23,6,1,1,62
160597,24,1,1,1,4
160597,25,99,1,1,58
160597,40,3,1,1,58
160597,41,28,2,4,44
160597,42,22,2,1,44
160597,43,20,2,1,44
160597,44,15,2,1,3
160597,45,99,2,1,41
160597,60,17,2,1,41
160612,1,29,3,4,13861
160612,2,99,3,1,12684
160612,3,99,3,1,9514
160612,4,99,3,1,2352
160612,5,99,3,1,7162
160612,11,99,3,1,3170
160612,12,99,3,3,1177
160612,19,99,3,1,509
160612,20,99,3,1,6653
160612,21,14,1,4,8639
160612,22,8,1,1,8072
160612,23,6,1,1,8066
160612,24,1,1,1,1741
160612,25,99,1,1,6325
160612,31,7,1,1,6
160612,32,11,1,3,567
160612,39,2,1,1,423
160612,40,3,1,1,5902
160612,41,28,2,4,5222
160612,42,22,2,1,4612
160612,43,20,2,1,1448
160612,44,15,2,1,611
160612,45,99,2,1,837
160612,51,21,2,1,3164
160612,52,25,2,3,610
160612,59,16,2,1,86
160612,60,17,2,1,751
160621,1,29,3,4,8249
160621,2,99,3,1,6571
160621,3,99,3,1,5971
160621,4,99,3,1,1711
160621,5,99,3,1,4260
160621,11,99,3,1,600
160621,12,99,3,3,1678
160621,19,99,3,1,243
160621,20,99,3,1,4017
160621,21,14,1,4,6352
160621,22,8,1,1,5336
160621,23,6,1,1,5328
160621,24,1,1,1,1626
160621,25,99,1,1,3702
160621,31,7,1,1,8
160621,32,11,1,3,1016
160621,39,2,1,1,192
160621,40,3,1,1,3510
160621,41,28,2,4,1897
160621,42,22,2,1,1235
160621,43,20,2,1,643
160621,44,15,2,1,85
160621,45,99,2,1,558
160621,51,21,2,1,592
160621,52,25,2,3,662
160621,59,16,2,1,51
160621,60,17,2,1,507
160630,1,29,3,4,2059
160630,2,99,3,1,1773
160630,3,99,3,1,1095
160630,4,99,3,1,154
160630,5,99,3,1,941
160630,11,99,3,1,678
160630,12,99,3,3,286
160630,19,99,3,1,165
160630,20,99,3,1,776
160630,21,14,1,4,1091
160630,22,8,1,1,901
160630,23,6,1,1,901
160630,24,1,1,1,151
160630,25,99,1,1,750
160630,32,11,1,3,190
160630,39,2,1,1,150
160630,40,3,1,1,600
160630,41,28,2,4,968
160630,42,22,2,1,872
160630,43,20,2,1,194
160630,44,15,2,1,3
160630,45,99,2,1,191
160630,51,21,2,1,678
160630,52,25,2,3,96
160630,59,16,2,1,15
160630,60,17,2,1,176
160649,1,29,3,4,3156
160649,2,99,3,1,3156
160649,3,99,3,1,1974
160649,4,99,3,1,416
160649,5,99,3,1,1558
160649,11,99,3,1,1182
160649,19,99,3,1,556
160649,20,99,3,1,1002
160649,21,14,1,4,1480
160649,22,8,1,1,1480
160649,23,6,1,1,1363
160649,24,1,1,1,384
160649,25,99,1,1,979
160649,31,7,1,1,117
160649,39,2,1,1,404
160649,40,3,1,1,575
160649,41,28,2,4,1676
160649,42,22,2,1,1676
160649,43,20,2,1,611
160649,44,15,2,1,32
160649,45,99,2,1,579
160649,51,21,2,1,1065
160649,59,16,2,1,152
160649,60,17,2,1,427
160658,1,29,3,4,15345
160658,2,99,3,1,13179
160658,3,99,3,1,12269
160658,4,99,3,1,3064
160658,5,99,3,1,9205
160658,11,99,3,1,910
160658,12,99,3,3,2166
160658,19,99,3,1,602
160658,20,99,3,1,8603
160658,21,14,1,4,12105
160658,22,8,1,1,11029
160658,23,6,1,1,10974
160658,24,1,1,1,3048
160658,25,99,1,1,7926
160658,31,7,1,1,55
160658,32,11,1,3,1076
160658,39,2,1,1,481
160658,40,3,1,1,7445
160658,41,28,2,4,3240
160658,42,22,2,1,2150
160658,43,20,2,1,1295
160658,44,15,2,1,16
160658,45,99,2,1,1279
160658,51,21,2,1,855
160658,52,25,2,3,1090
160658,59,16,2,1,121
160658,60,17,2,1,1158
160667,1,29,3,4,5716
160667,2,99,3,1,5716
160667,3,99,3,1,2156
160667,4,99,3,1,588
160667,5,99,3,1,1568
160667,11,99,3,1,3560
160667,19,99,3,1,397
160667,20,99,3,1,1171
160667,21,14,1,4,1542
160667,22,8,1,1,1542
160667,23,6,1,1,1482
160667,24,1,1,1,491
160667,25,99,1,1,991
160667,31,7,1,1,60
160667,39,2,1,1,237
160667,40,3,1,1,754
160667,41,28,2,4,4174
160667,42,22,2,1,4174
160667,43,20,2,1,674
160667,44,15,2,1,97
160667,45,99,2,1,577
160667,51,21,2,1,3500
160667,59,16,2,1,160
160667,60,17,2,1,417
160755,1,29,3,4,13078
160755,2,99,3,1,8077
160755,3,99,3,1,7759
